Tensors_:0,Tensors_:1,Tensors_:2,Tensors_:3,Tensors_:4,Tensors_:5,Tensors_:6,Tensors_:7,Tensors_:8,Points:0,Points:1,Points:2
0.44808218,-0.0051923003,0.06504732,-0.0051923003,0.47746307,-0.15929246,0.06504732,-0.15929246,0.5744548,18,11,18
0.43078604,-0.009966114,0.13435727,-0.009966114,0.4308036,-0.21616694,0.13435727,-0.21616694,0.6384104,19,11,18
0.43288153,-0.0057849274,0.20874646,-0.0057849274,0.37857994,-0.2214106,0.20874646,-0.2214106,0.68853855,20,11,18
0.45395675,0.0116340155,0.25818372,0.0116340155,0.3466324,-0.17359419,0.25818372,-0.17359419,0.69941086,21,11,18
0.4802745,0.040475495,0.2917497,0.040475495,0.3346699,-0.11071712,0.2917497,-0.11071712,0.6850556,22,11,18
0.60736877,0.15468265,0.27685794,0.15468265,0.5012019,0.13328323,0.27685794,0.13328323,0.39142933,26,11,18
0.658789,0.22388911,0.119048655,0.22388911,0.48502633,0.20649599,0.119048655,0.20649599,0.35618472,27,11,18
0.45550588,0.33313948,-0.05080304,0.33313948,0.6397316,-0.03390757,-0.05080304,-0.03390757,0.40476257,30,11,18
0.4046732,0.3034778,-0.08689617,0.3034778,0.65293825,-0.11011913,-0.08689617,-0.11011913,0.44238856,31,11,18
0.4053787,0.17323503,-0.073092595,0.17323503,0.58968693,-0.11490623,-0.073092595,-0.11490623,0.5049344,32,11,18
0.49769768,0.002645872,-0.0014603321,0.002645872,0.50113916,-0.002659355,-0.0014603321,-0.002659355,0.5011631,33,11,18
0.4999999,6.023938e-08,-3.9539287e-08,6.023938e-08,0.5,-8.213188e-08,-3.9539287e-08,-8.213188e-08,0.50000006,34,11,18
0.49999997,6.4999165e-07,2.687436e-07,6.4999165e-07,0.5000007,-1.0394825e-08,2.687436e-07,-1.0394825e-08,0.49999934,8,12,18
0.49999863,2.6246676e-05,5.6986473e-06,2.6246676e-05,0.50002986,-9.000911e-06,5.6986473e-06,-9.000911e-06,0.4999715,9,12,18
0.4999817,0.00020674641,6.8042636e-06,0.00020674641,0.5002428,-0.00014759156,6.8042636e-06,-0.00014759156,0.49977544,10,12,18
0.4999186,0.00053322205,-7.72293e-05,0.00053322205,0.5006222,-0.0006094226,-7.72293e-05,-0.0006094226,0.49945918,11,12,18
0.49983424,0.0006492911,-0.00020437804,0.0006492911,0.5007173,-0.001071258,-0.00020437804,-0.001071258,0.4994485,12,12,18
0.49979985,0.00048772534,-0.00022744798,0.00048772534,0.50047326,-0.0011014,-0.00022744798,-0.0011014,0.49972692,13,12,18
0.4998167,0.00028752905,-0.00016477561,0.00028752905,0.5002123,-0.0008608273,-0.00016477561,-0.0008608273,0.49997103,14,12,18
0.49983278,0.00017368987,-0.00010147347,0.00017368987,0.500065,-0.0006735686,-0.00010147347,-0.0006735686,0.5001022,15,12,18
0.4997966,0.0001432058,-5.9186994e-05,0.0001432058,0.49997622,-0.0007052761,-5.9186994e-05,-0.0007052761,0.5002272,16,12,18
0.4995826,0.00020374004,1.5174689e-05,0.00020374004,0.49980655,-0.0012492172,1.5174689e-05,-0.0012492172,0.5006109,17,12,18
0.49846447,0.00053757674,0.0005764465,0.00053757674,0.4988869,-0.0039752685,0.0005764465,-0.0039752685,0.5026486,18,12,18
0.49185142,0.002233776,0.00602974,0.002233776,0.49217364,-0.018251492,0.00602974,-0.018251492,0.51597494,19,12,18
0.46196866,0.010101212,0.04413859,0.010101212,0.45375866,-0.07292706,0.04413859,-0.07292706,0.5842727,20,12,18
0.4107891,0.03157375,0.15031226,0.03157375,0.3644211,-0.1404721,0.15031226,-0.1404721,0.7247898,21,12,18
0.40338463,0.058102757,0.22956796,0.058102757,0.31897315,-0.110019214,0.22956796,-0.110019214,0.7776422,22,12,18
0.4203979,0.0887633,0.26266697,0.0887633,0.3235901,-0.040295143,0.26266697,-0.040295143,0.756012,23,12,18
0.43727884,0.12726827,0.27973968,0.12726827,0.3527888,0.026648944,0.27973968,0.026648944,0.7099323,24,12,18
0.4502754,0.16736858,0.28265086,0.16736858,0.407606,0.08057797,0.28265086,0.08057797,0.64211863,25,12,18
0.46215996,0.19506878,0.2767891,0.19506878,0.48853827,0.11549463,0.2767891,0.11549463,0.5493018,26,12,18
0.44367614,0.3240238,0.026928008,0.3240238,0.64525104,0.09052242,0.026928008,0.09052242,0.4110728,29,12,18
0.39936164,0.31541985,-0.010268413,0.31541985,0.7012688,0.004799479,-0.010268413,0.004799479,0.3993696,30,12,18
0.36068892,0.2894122,-0.047405005,0.2894122,0.7213935,-0.08007816,-0.047405005,-0.08007816,0.41791758,31,12,18
0.33032018,0.24264802,-0.07243919,0.24264802,0.69917643,-0.15076818,-0.07243919,-0.15076818,0.4705034,32,12,18
0.4623289,0.037188448,-0.015950944,0.037188448,0.5288951,-0.03819493,-0.015950944,-0.03819493,0.508776,33,12,18
0.4999741,1.7463019e-05,-9.411257e-06,1.7463019e-05,0.5000101,-2.5868138e-05,-9.411257e-06,-2.5868138e-05,0.5000158,34,12,18
0.49999997,2.5060385e-07,-2.497529e-07,2.5060385e-07,0.49999997,-5.676326e-07,-2.497529e-07,-5.676326e-07,0.50000006,14,13,18
0.49999997,2.0987468e-08,-1.7708397e-08,2.0987468e-08,0.49999997,-6.568584e-08,-1.7708397e-08,-6.568584e-08,0.50000006,17,13,18
0.49999985,1.228611e-07,-6.0435525e-08,1.228611e-07,0.49999982,-4.0491477e-07,-6.0435525e-08,-4.0491477e-07,0.5000003,18,13,18
0.49999532,2.841122e-06,1.2056624e-07,2.841122e-06,0.49999493,-9.685042e-06,1.2056624e-07,-9.685042e-06,0.5000097,19,13,18
0.49971968,0.00013299892,0.00010512798,0.00013299892,0.4996991,-0.0004407983,0.00010512798,-0.0004407983,0.50058126,20,13,18
0.4892575,0.0045691393,0.0074286456,0.0045691393,0.4879416,-0.012375801,0.0074286456,-0.012375801,0.5228009,21,13,18
0.40899032,0.042547446,0.09151693,0.042547446,0.3910295,-0.066564225,0.09151693,-0.066564225,0.6999802,22,13,18
0.35435167,0.089592755,0.19202997,0.089592755,0.320168,-0.037516974,0.19202997,-0.037516974,0.82548034,23,13,18
0.36220723,0.12046202,0.22006042,0.12046202,0.34226802,0.038204387,0.22006042,0.038204387,0.7955247,24,13,18
0.37098688,0.15681832,0.22897425,0.15681832,0.39240843,0.10429646,0.22897425,0.10429646,0.7366047,25,13,18
0.37525403,0.19319052,0.2228817,0.19319052,0.46663114,0.14887412,0.2228817,0.14887412,0.65811485,26,13,18
0.3750244,0.21709082,0.21149856,0.21709082,0.5616743,0.16255799,0.21149856,0.16255799,0.56330127,27,13,18
0.36764562,0.28627178,0.05698541,0.28627178,0.69241697,0.12540494,0.05698541,0.12540494,0.43993744,29,13,18
0.33838755,0.27750555,0.025190664,0.27750555,0.7568136,0.042291395,0.025190664,0.042291395,0.40479884,30,13,18
0.31298605,0.25612092,-0.011350565,0.25612092,0.7828087,-0.046983134,-0.011350565,-0.046983134,0.4042052,31,13,18
0.28854552,0.22341087,-0.04031271,0.22341087,0.77020824,-0.13267726,-0.04031271,-0.13267726,0.44124624,32,13,18
0.3593351,0.110521525,-0.034195557,0.110521525,0.6339252,-0.12066955,-0.034195557,-0.12066955,0.5067397,33,13,18
0.49880564,0.0006726714,-0.00028036037,0.0006726714,0.5007049,-0.0011269518,-0.00028036037,-0.0011269518,0.5004895,34,13,18
0.49998808,6.3756675e-06,1.723895e-06,6.3756675e-06,0.4999887,-1.2489197e-05,1.723895e-06,-1.2489197e-05,0.5000232,21,14,18
0.49507982,0.0022206155,0.0019594918,0.0022206155,0.49545237,-0.0031254462,0.0019594918,-0.0031254462,0.5094678,22,14,18
0.38870567,0.051533643,0.06764326,0.051533643,0.399048,-0.025095817,0.06764326,-0.025095817,0.7122463,23,14,18
0.3066005,0.10736318,0.14909442,0.10736318,0.3419175,0.039177254,0.14909442,0.039177254,0.851482,24,14,18
0.30953556,0.1347222,0.16488199,0.1347222,0.38621315,0.11733391,0.16488199,0.11733391,0.8042513,25,14,18
0.31279242,0.16587764,0.1623519,0.16587764,0.45698962,0.176573,0.1623519,0.176573,0.730218,26,14,18
0.31343207,0.1962672,0.14215767,0.1962672,0.54535365,0.20704438,0.14215767,0.20704438,0.6412143,27,14,18
0.31813374,0.22505736,0.09343662,0.22505736,0.6324666,0.20996964,0.09343662,0.20996964,0.5493997,28,14,18
0.2955124,0.20917687,0.11393876,0.20917687,0.7459823,0.14574243,0.11393876,0.14574243,0.45850527,29,14,18
0.2828313,0.21699376,0.05896835,0.21699376,0.8041098,0.07638419,0.05896835,0.07638419,0.41305885,30,14,18
0.26888415,0.20417827,0.02033308,0.20417827,0.83384204,-0.013745996,0.02033308,-0.013745996,0.39727384,31,14,18
0.25425172,0.17994004,-0.00858461,0.17994004,0.82491386,-0.10690542,-0.00858461,-0.10690542,0.42083445,32,14,18
0.26859546,0.13264808,-0.023272853,0.13264808,0.7478967,-0.16600293,-0.023272853,-0.16600293,0.4835079,33,14,18
0.48712522,0.0054785693,-0.0014879574,0.0054785693,0.50954974,-0.011247208,-0.0014879574,-0.011247208,0.50332505,34,14,18
0.49999937,1.8669805e-07,-5.5445526e-08,1.8669805e-07,0.50000024,-5.5075503e-07,-5.5445526e-08,-5.5075503e-07,0.50000036,35,14,18
0.49999404,2.8769834e-06,9.313223e-08,2.8769834e-06,0.4999956,-3.8383505e-06,9.313223e-08,-3.8383505e-06,0.5000104,22,15,18
0.4902495,0.0039307405,0.0019536712,0.0039307405,0.49293387,-0.0025267364,0.0019536712,-0.0025267364,0.5168166,23,15,18
0.31892094,0.07369567,0.059920557,0.07369567,0.38046902,0.023350881,0.059920557,0.023350881,0.80061007,24,15,18
0.2660814,0.1093754,0.09495592,0.1093754,0.38455603,0.117758326,0.09495592,0.117758326,0.8493626,25,15,18
0.26777622,0.13055167,0.0966418,0.13055167,0.451503,0.18993324,0.0966418,0.18993324,0.7807208,26,15,18
0.27214536,0.15390047,0.07976097,0.15390047,0.53890675,0.23534326,0.07976097,0.23534326,0.68894786,27,15,18
0.2945672,0.1753918,0.03394528,0.1753918,0.6278255,0.25652093,0.03394528,0.25652093,0.57760733,28,15,18
0.39585635,0.077784464,0.12435479,0.077784464,0.7487878,0.24830194,0.12435479,0.24830194,0.3553558,29,15,18
0.2530124,0.13197659,0.09297966,0.13197659,0.8373524,0.111576445,0.09297966,0.111576445,0.4096352,30,15,18
0.23732121,0.13554187,0.04731518,0.13554187,0.87071806,0.018369153,0.04731518,0.018369153,0.39196074,31,15,18
0.22822827,0.1219616,0.019228252,0.1219616,0.8658161,-0.0805773,0.019228252,-0.0805773,0.40595558,32,15,18
0.22691178,0.09873734,0.002898672,0.09873734,0.8137718,-0.1650542,0.002898672,-0.1650542,0.45931643,33,15,18
0.44963458,0.013705673,-0.0004717867,0.013705673,0.54286754,-0.040641356,-0.0004717867,-0.040641356,0.5074979,34,15,18
0.4999852,2.8643228e-06,5.2881457e-08,2.8643228e-06,0.50000745,-1.295547e-05,5.2881457e-08,-1.295547e-05,0.5000074,35,15,18
0.4999189,3.059597e-05,-6.1921623e-06,3.059597e-05,0.49995306,-2.6409505e-05,-6.1921623e-06,-2.6409505e-05,0.50012803,23,16,18
0.44234213,0.018647421,0.0018782963,0.018647421,0.467725,0.002763799,0.0018782963,0.002763799,0.58993286,24,16,18
0.24597588,0.08272441,0.02395116,0.08272441,0.3883205,0.10501971,0.02395116,0.10501971,0.86570364,25,16,18
0.24026285,0.094180815,0.027801078,0.094180815,0.44674322,0.19032703,0.027801078,0.19032703,0.81299394,26,16,18
0.2468579,0.10725026,0.015708778,0.10725026,0.53240556,0.24763438,0.015708778,0.24763438,0.7207365,27,16,18
0.274766,0.11917526,-0.017083555,0.11917526,0.625189,0.27802804,-0.017083555,0.27802804,0.60004497,28,16,18
0.39969662,0.06920619,-0.002106748,0.06920619,0.7129504,0.3019223,-0.002106748,0.3019223,0.387353,29,16,18
0.27355912,0.03523384,0.11011353,0.03523384,0.8439797,0.15788327,0.11011353,0.15788327,0.38246113,30,16,18
0.22714598,0.05534127,0.067855135,0.05534127,0.889522,0.04938593,0.067855135,0.04938593,0.38333204,31,16,18
0.21565294,0.053550504,0.04236525,0.053550504,0.8903748,-0.055621333,0.04236525,-0.055621333,0.39397228,32,16,18
0.2119786,0.043468244,0.02921218,0.043468244,0.8470201,-0.15011647,0.02921218,-0.15011647,0.44100133,33,16,18
0.39735147,0.0110917585,0.008916086,0.0110917585,0.59530044,-0.07743822,0.008916086,-0.07743822,0.50734806,34,16,18
0.49988505,8.1215985e-06,1.1083124e-05,8.1215985e-06,0.5000671,-9.860712e-05,1.1083124e-05,-9.860712e-05,0.5000478,35,16,18
0.4999998,6.950365e-08,-5.2379747e-08,6.950365e-08,0.4999999,-7.992714e-08,-5.2379747e-08,-7.992714e-08,0.5000003,23,17,18
0.4939178,0.0016254507,-0.0011764251,0.0016254507,0.49707693,-0.00024742755,-0.0011764251,-0.00024742755,0.5090053,24,17,18
0.28255257,0.04993732,-0.03365399,0.04993732,0.41073105,0.07192716,-0.03365399,0.07192716,0.8067164,25,17,18
0.22978306,0.06004559,-0.040755626,0.06004559,0.4418441,0.1805311,-0.040755626,0.1805311,0.82837284,26,17,18
0.23887073,0.061873004,-0.049838047,0.061873004,0.52364707,0.2472148,-0.049838047,0.2472148,0.73748225,27,17,18
0.270527,0.063863546,-0.07123352,0.063863546,0.61719304,0.28521535,-0.07123352,0.28521535,0.61227995,28,17,18
0.3740593,0.031151168,-0.059947453,0.031151168,0.7035669,0.3062233,-0.059947453,0.3062233,0.42237377,29,17,18
0.32741016,-0.042716164,0.08676072,-0.042716164,0.8227686,0.2058826,0.08676072,0.2058826,0.34982118,30,17,18
0.24244633,-0.027496763,0.07835261,-0.027496763,0.8879915,0.07849931,0.07835261,0.07849931,0.36956218,31,17,18
0.21999328,-0.019888636,0.060320854,-0.019888636,0.8969814,-0.033545274,0.060320854,-0.033545274,0.3830253,32,17,18
0.21303073,-0.018895606,0.05269406,-0.018895606,0.8595447,-0.13400596,0.05269406,-0.13400596,0.4274246,33,17,18
0.35923612,-0.009401337,0.025320308,-0.009401337,0.6382871,-0.10166329,0.025320308,-0.10166329,0.50247675,34,17,18
0.4996295,-2.3643983e-05,7.094785e-05,-2.3643983e-05,0.5002362,-0.00031420757,7.094785e-05,-0.00031420757,0.50013435,35,17,18
0.49951777,0.00010608481,-0.00018104403,0.00010608481,0.49980074,-6.445014e-05,-0.00018104403,-6.445014e-05,0.5006815,24,18,18
0.36425656,0.02135329,-0.05138147,0.02135329,0.44598466,0.033997223,-0.05138147,0.033997223,0.6897588,25,18,18
0.23539023,0.02973583,-0.10589931,0.02973583,0.4367827,0.16333413,-0.10589931,0.16333413,0.8278271,26,18,18
0.24829398,0.020555189,-0.11429633,0.020555189,0.5126615,0.23703286,-0.11429633,0.23703286,0.73904455,27,18,18
0.28464758,0.012428804,-0.12609419,0.012428804,0.60391,0.2813345,-0.12609419,0.2813345,0.6114424,28,18,18
0.37659302,-0.018779626,-0.10276102,-0.018779626,0.68996316,0.3020182,-0.10276102,0.3020182,0.4334438,29,18,18
0.37610814,-0.09794692,0.041583523,-0.09794692,0.7912332,0.23365077,0.041583523,0.23365077,0.3326587,30,18,18
0.2789124,-0.10361002,0.07713376,-0.10361002,0.8678725,0.102164164,0.07713376,0.102164164,0.35321516,31,18,18
0.24170138,-0.09229858,0.07314722,-0.09229858,0.88573855,-0.015930966,0.07314722,-0.015930966,0.37256008,32,18,18
0.22811663,-0.082107835,0.07340864,-0.082107835,0.8542854,-0.12012466,0.07340864,-0.12012466,0.41759795,33,18,18
0.34961966,-0.038622223,0.04198417,-0.038622223,0.6532353,-0.10748718,0.04198417,-0.10748718,0.49714503,34,18,18
0.49941412,-0.00012277153,0.00017238781,-0.00012277153,0.5003884,-0.00049851934,0.00017238781,-0.00049851934,0.50019747,35,18,18
0.49992648,1.2787715e-05,-3.9398117e-05,1.2787715e-05,0.49997336,-1.6761582e-05,-3.9398117e-05,-1.6761582e-05,0.5001002,24,19,18
0.42171794,0.007667811,-0.047316656,0.007667811,0.46848541,0.013377794,-0.047316656,0.013377794,0.60979664,25,19,18
0.25644028,0.004209741,-0.16492322,0.004209741,0.43178597,0.14117521,-0.16492322,0.14117521,0.8117737,26,19,18
0.27446175,-0.015004884,-0.17490365,-0.015004884,0.50000274,0.21981047,-0.17490365,0.21981047,0.7255355,27,19,18
0.3173227,-0.03295628,-0.17774768,-0.03295628,0.5863062,0.2688235,-0.17774768,0.2688235,0.59637105,28,19,18
0.40296498,-0.06839698,-0.13807522,-0.06839698,0.66936094,0.2908472,-0.13807522,0.2908472,0.42767406,29,19,18
0.4177685,-0.14422546,0.00094829645,-0.14422546,0.7573328,0.23953454,0.00094829645,0.23953454,0.32489872,30,19,18
0.32786945,-0.16804832,0.0679429,-0.16804832,0.83396685,0.11604582,0.0679429,0.11604582,0.33816367,31,19,18
0.2783038,-0.15829764,0.08208693,-0.15829764,0.85848266,-0.004339058,0.08208693,-0.004339058,0.36321357,32,19,18
0.25595298,-0.14129168,0.09212427,-0.14129168,0.8326718,-0.10971315,0.09212427,-0.10971315,0.4113752,33,19,18
0.367896,-0.06216517,0.052545708,-0.06216517,0.6374358,-0.09732315,0.052545708,-0.09732315,0.49466825,34,19,18
0.49950784,-0.00018089802,0.0002030434,-0.00018089802,0.5003246,-0.00042809127,0.0002030434,-0.00042809127,0.50016755,35,19,18
0.49996066,5.1539237e-06,-2.768105e-05,5.1539237e-06,0.4999867,-1.2793247e-05,-2.768105e-05,-1.2793247e-05,0.50005263,24,20,18
0.4441087,0.0026587313,-0.04849542,0.0026587313,0.47586182,0.005039955,-0.04849542,0.005039955,0.5800295,25,20,18
0.2906576,-0.015670327,-0.21687497,-0.015670327,0.42666164,0.117200755,-0.21687497,0.117200755,0.78268075,26,20,18
0.31648102,-0.043671228,-0.2291142,-0.043671228,0.48627895,0.1980246,-0.2291142,0.1980246,0.69724,27,20,18
0.3675483,-0.070731215,-0.22201473,-0.070731215,0.5653879,0.2500965,-0.22201473,0.2500965,0.5670638,28,20,18
0.44821885,-0.11299127,-0.16378364,-0.11299127,0.64252883,0.27348205,-0.16378364,0.27348205,0.4092523,29,20,18
0.4618471,-0.1861065,-0.026779452,-0.1861065,0.72020286,0.2304423,-0.026779452,0.2304423,0.31795,30,20,18
0.38289136,-0.22016785,0.057646412,-0.22016785,0.7907569,0.11831801,0.057646412,0.11831801,0.32635173,31,20,18
0.3256817,-0.21410955,0.08961549,-0.21410955,0.81810486,0.00026339397,0.08961549,0.00026339397,0.35621345,32,20,18
0.29434413,-0.19204776,0.10986786,-0.19204776,0.7963206,-0.10305324,0.10986786,-0.10305324,0.40933523,33,20,18
0.4067539,-0.06726282,0.051707357,-0.06726282,0.5973468,-0.07411056,0.051707357,-0.07411056,0.49589932,34,20,18
0.49978197,-0.000117600335,0.0001213859,-0.000117600335,0.5001358,-0.0001976401,0.0001213859,-0.0001976401,0.50008225,35,20,18
0.49992138,7.93998e-06,-7.2363626e-05,7.93998e-06,0.49997258,-3.419488e-05,-7.2363626e-05,-3.419488e-05,0.50010604,24,21,18
0.4459394,0.00039321024,-0.06658473,0.00039321024,0.47288248,0.00010155923,-0.06658473,0.00010155923,0.5811781,25,21,18
0.33567655,-0.029495277,-0.26330265,-0.029495277,0.42087463,0.09418558,-0.26330265,0.09418558,0.74344885,26,21,18
0.37343508,-0.064570196,-0.27427727,-0.064570196,0.4720027,0.17394309,-0.27427727,0.17394309,0.65456223,27,21,18
0.4333378,-0.099933736,-0.25456795,-0.099933736,0.54193085,0.22759958,-0.25456795,0.22759958,0.5247313,28,21,18
0.4408528,-0.26043382,0.052175455,-0.26043382,0.7410428,0.11004062,0.052175455,0.11004062,0.31810442,31,21,18
0.37941954,-0.2575118,0.098722965,-0.2575118,0.7677326,-0.0019723848,0.098722965,-0.0019723848,0.35284787,32,21,18
0.34099123,-0.22899796,0.1267495,-0.22899796,0.74597365,-0.09894024,0.1267495,-0.09894024,0.41303512,33,21,18
0.4521366,-0.049250413,0.03729441,-0.049250413,0.5488187,-0.043037932,0.03729441,-0.043037932,0.4990447,34,21,18
0.49995342,-3.3789103e-05,3.4430373e-05,-3.3789103e-05,0.5000253,-4.4703178e-05,3.4430373e-05,-4.4703178e-05,0.5000213,35,21,18
0.4996158,3.8443577e-05,-0.0004818146,3.8443577e-05,0.4998455,-0.00022284001,-0.0004818146,-0.00022284001,0.5005387,24,22,18
0.4392341,-0.00093015854,-0.112451516,-0.00093015854,0.4603874,-0.0068812957,-0.112451516,-0.0068812957,0.6003785,25,22,18
0.39238915,-0.036704488,-0.3036849,-0.036704488,0.41471326,0.07304939,-0.3036849,0.07304939,0.6928976,26,22,18
0.4441136,-0.07703476,-0.30712298,-0.07703476,0.45750257,0.14978714,-0.30712298,0.14978714,0.59838384,27,22,18
0.4997054,-0.28878015,0.055111017,-0.28878015,0.68662626,0.09377805,0.055111017,0.09377805,0.3136683,31,22,18
0.43534797,-0.28730488,0.11196965,-0.28730488,0.71029526,-0.009729916,0.11196965,-0.009729916,0.35435674,32,22,18
0.39494178,-0.23877198,0.13713977,-0.23877198,0.6787038,-0.092206635,0.13713977,-0.092206635,0.42635444,33,22,18
0.48513377,-0.021139504,0.016654752,-0.021139504,0.5140488,-0.01582476,0.016654752,-0.01582476,0.5008174,34,22,18
0.49999592,-3.7575771e-06,3.96407e-06,-3.7575771e-06,0.50000167,-4.169916e-06,3.96407e-06,-4.169916e-06,0.50000244,35,22,18
0.49999952,5.7478758e-08,-5.288047e-07,5.7478758e-08,0.49999994,-4.9195324e-07,-5.288047e-07,-4.9195324e-07,0.50000054,23,23,18
0.4976725,0.00037556104,-0.0043347823,0.00037556104,0.4987874,-0.0019065706,-0.0043347823,-0.0019065706,0.5035401,24,23,18
0.44266853,0.0006032185,-0.18985493,0.0006032185,0.4401571,-0.018891219,-0.18985493,-0.018891219,0.6171744,25,23,18
0.46207577,-0.03622288,-0.3334182,-0.03622288,0.40913638,0.05452772,-0.3334182,0.05452772,0.6287879,26,23,18
0.64368385,-0.19916938,-0.15598299,-0.19916938,0.53533596,0.19756006,-0.15598299,0.19756006,0.32098016,29,23,18
0.6225613,-0.26851055,-0.027036514,-0.26851055,0.58483386,0.15670264,-0.027036514,0.15670264,0.29260486,30,23,18
0.48948106,-0.3024389,0.13065547,-0.3024389,0.6483021,-0.020780599,0.13065547,-0.020780599,0.36221686,32,23,18
0.45213953,-0.19042218,0.11994857,-0.19042218,0.59341884,-0.070451364,0.11994857,-0.070451364,0.45444164,33,23,18
0.49785763,-0.0041480595,0.0035482917,-0.0041480595,0.5016499,-0.0027999785,0.0035482917,-0.0027999785,0.5004925,34,23,18
0.49999988,-1.3010576e-07,1.4739808e-07,-1.3010576e-07,0.5,-1.2593117e-07,1.4739808e-07,-1.2593117e-07,0.5000001,35,23,18
0.4999638,9.717656e-06,-6.151672e-05,9.717656e-06,0.49999318,-4.9927054e-05,-6.151672e-05,-4.9927054e-05,0.50004303,23,24,18
0.4913264,0.0035594958,-0.02917523,0.0035594958,0.4928697,-0.011984523,-0.02917523,-0.011984523,0.51580393,24,24,18
0.47913247,0.009888794,-0.27207217,0.009888794,0.4213813,-0.03261579,-0.27207217,-0.03261579,0.59948623,25,24,18
0.61579365,-0.076628074,-0.3188094,-0.076628074,0.42719305,0.11049719,-0.3188094,0.11049719,0.4570133,27,24,18
0.6818091,-0.13651414,-0.2423256,-0.13651414,0.4591121,0.1592156,-0.2423256,0.1592156,0.35907876,28,24,18
0.70921,-0.20963521,-0.1226903,-0.20963521,0.49425566,0.16852336,-0.1226903,0.16852336,0.29653436,29,24,18
0.6760986,-0.27541435,-0.0012542353,-0.27541435,0.53466564,0.12581083,-0.0012542353,0.12581083,0.28923577,30,24,18
0.6092562,-0.3077058,0.09093869,-0.3077058,0.5703419,0.049607337,0.09093869,0.049607337,0.32040188,31,24,18
0.4912326,-0.08372098,0.060445964,-0.08372098,0.52204233,-0.030876594,0.060445964,-0.030876594,0.48672506,33,24,18
0.49989653,-0.00026829113,0.00025801625,-0.00026829113,0.50004154,-0.00016831569,0.00025801625,-0.00016831569,0.5000619,34,24,18
0.4999985,4.7405578e-07,-2.242965e-06,4.7405578e-07,0.50000036,-2.6590355e-06,-2.242965e-06,-2.6590355e-06,0.50000113,22,25,18
0.4992109,0.0005694743,-0.0024341806,0.0005694743,0.49979806,-0.0017178913,-0.0024341806,-0.0017178913,0.50099105,23,25,18
0.49284014,0.01914257,-0.1051778,0.01914257,0.4777697,-0.039685614,-0.1051778,-0.039685614,0.52939016,24,25,18
0.6312417,-0.011181681,-0.33817798,-0.011181681,0.39991975,0.033875998,-0.33817798,0.033875998,0.46883857,26,25,18
0.7056216,-0.066224635,-0.28969646,-0.066224635,0.40980226,0.09909412,-0.28969646,0.09909412,0.38457617,27,25,18
0.7592155,-0.13453385,-0.19652219,-0.13453385,0.42771387,0.13999774,-0.19652219,0.13999774,0.31307065,28,25,18
0.7660615,-0.21015094,-0.07665035,-0.21015094,0.45271236,0.13970618,-0.07665035,0.13970618,0.28122613,29,25,18
0.72264254,-0.2704684,0.03549229,-0.2704684,0.4846031,0.09593749,0.03549229,0.09593749,0.29275432,30,25,18
0.65210956,-0.2965902,0.12209014,-0.2965902,0.51224715,0.02785235,0.12209014,0.02785235,0.33564326,31,25,18
0.4999988,-3.914584e-06,4.356374e-06,-3.914584e-06,0.49999964,-2.301606e-06,4.356374e-06,-2.301606e-06,0.50000155,34,25,18
0.49999964,1.2919212e-07,-4.7731027e-07,1.2919212e-07,0.50000024,-7.313417e-07,-4.7731027e-07,-7.313417e-07,0.5000001,21,26,18
0.4998788,0.00011527784,-0.00032955242,0.00011527784,0.50005805,-0.00032264035,-0.00032955242,-0.00032264035,0.5000631,22,26,18
0.49796122,0.008559559,-0.025623275,0.008559559,0.49886948,-0.015670486,-0.025623275,-0.015670486,0.5031693,23,26,18
0.63353837,0.05549827,-0.3215205,0.05549827,0.41195363,-0.033913024,-0.3215205,-0.033913024,0.45450798,25,26,18
0.71898186,0.010083691,-0.30397666,0.010083691,0.39349002,0.036104012,-0.30397666,0.036104012,0.38752815,26,26,18
0.7866255,-0.05210545,-0.23628776,-0.05210545,0.3898505,0.09343732,-0.23628776,0.09343732,0.323524,27,26,18
0.8218197,-0.12657955,-0.1343636,-0.12657955,0.3957451,0.12262275,-0.1343636,0.12262275,0.28243518,28,26,18
0.81001264,-0.20045905,-0.020675423,-0.20045905,0.41242462,0.11291262,-0.020675423,0.11291262,0.27756274,29,26,18
0.75714177,-0.25338003,0.08076286,-0.25338003,0.436725,0.069591396,0.08076286,0.069591396,0.30613327,30,26,18
0.6641776,-0.24698834,0.14363728,-0.24698834,0.46175143,0.009547014,0.14363728,0.009547014,0.37407097,31,26,18
0.49999967,1.4511765e-07,-4.0205381e-07,1.4511765e-07,0.5000004,-7.1691557e-07,-4.0205381e-07,-7.1691557e-07,0.4999999,20,27,18
0.49995744,4.8973554e-05,-0.00010040468,4.8973554e-05,0.50005627,-0.000120823934,-0.00010040468,-0.000120823934,0.49998626,21,27,18
0.4992954,0.0033579106,-0.006628428,0.0033579106,0.50150424,-0.005380397,-0.006628428,-0.005380397,0.49920034,22,27,18
0.6062155,0.09591518,-0.24118908,0.09591518,0.45991087,-0.06707771,-0.24118908,-0.06707771,0.43387368,24,27,18
0.7156221,0.08428777,-0.28541625,0.08428777,0.41212925,-0.015734999,-0.28541625,-0.015734999,0.37224862,25,27,18
0.796369,0.032646786,-0.24372527,0.032646786,0.3834992,0.046667144,-0.24372527,0.046667144,0.32013175,26,27,18
