"V:0","V:1","V:2","Points:0","Points:1","Points:2"
-0.1346,-0.79012,-5.4066,-0.55567,-3.1514,9.2264
0.0057721,-0.80076,-5.4066,0,-3.2,9.2264
0,0,-5,-1.2336,-3.3892,10.16
0,0,-5,-1.3031,-3.5802,10.16
-0.12281,-0.34604,-5.5849,-1.2336,-3.3892,9.2264
-0.035889,-0.10618,-5.6781,-1.3031,-3.5802,9.2264
0,0,-5,-1.0945,-3.007,10.16
0,0,-5,-1.164,-3.1981,10.16
-0.27024,-0.75376,-5.4047,-1.0945,-3.007,9.2264
-0.20226,-0.56551,-5.4938,-1.164,-3.1981,9.2264
0,0,-5,-1.8033,-3.1235,10.16
0,0,-5,-1.905,-3.2996,10.16
-0.18084,-0.31759,-5.5831,-1.8033,-3.1235,9.2264
-0.053652,-0.096755,-5.6772,-1.905,-3.2996,9.2264
0,0,-5,-1.6,-2.7713,10.16
0,0,-5,-1.7017,-2.9474,10.16
-0.3967,-0.69332,-5.4007,-1.6,-2.7713,9.2264
-0.29716,-0.51976,-5.4909,-1.7017,-2.9474,9.2264
0,0,-5,-2.3183,-2.7629,10.16
0,0,-5,-2.449,-2.9186,10.16
-0.23118,-0.27918,-5.5805,-2.3183,-2.7629,9.2264
-0.067903,-0.084413,-5.6758,-2.449,-2.9186,9.2264
0,0,-5,-2.0569,-2.4513,10.16
0,0,-5,-2.1876,-2.6071,10.16
-0.5087,-0.61122,-5.3955,-2.0569,-2.4513,9.2264
-0.3806,-0.45753,-5.4866,-2.1876,-2.6071,9.2264
0,0,-5,-2.7629,-2.3183,10.16
0,0,-5,-2.9186,-2.449,10.16
-0.27281,-0.23583,-5.5794,-2.7629,-2.3183,9.2264
-0.079108,-0.072281,-5.6755,-2.9186,-2.449,9.2264
0,0,-5,-2.4513,-2.0569,10.16
0,0,-5,-2.6071,-2.1876,10.16
-0.60151,-0.51483,-5.3914,-2.4513,-2.0569,9.2264
-0.44984,-0.38572,-5.4842,-2.6071,-2.1876,9.2264
0,0,-5,-3.1235,-1.8033,10.16
0,0,-5,-3.2996,-1.905,10.16
-0.31323,-0.18894,-5.5829,-3.1235,-1.8033,9.2264
-0.092767,-0.060556,-5.6772,-3.2996,-1.905,9.2264
0,0,-5,-2.7713,-1.6,10.16
0,0,-5,-2.9474,-1.7017,10.16
-0.68891,-0.40738,-5.4001,-2.7713,-1.6,9.2264
-0.51533,-0.30667,-5.4903,-2.9474,-1.7017,9.2264
0,0,-5,-3.3892,-1.2336,10.16
0,0,-5,-3.5802,-1.3031,10.16
-0.34559,-0.13118,-5.5865,-3.3892,-1.2336,9.2264
-0.10503,-0.043566,-5.6792,-3.5802,-1.3031,9.2264
0,0,-5,-3.007,-1.0945,10.16
0,0,-5,-3.1981,-1.164,10.16
-0.75638,-0.27889,-5.4086,-3.007,-1.0945,9.2264
-0.56618,-0.21101,-5.4964,-3.1981,-1.164,9.2264
0,0,-5,-3.5519,-0.62629,10.16
0,0,-5,-3.7521,-0.6616,10.16
-0.36255,-0.067952,-5.5873,-3.5519,-0.62629,9.2264
-0.11094,-0.023724,-5.6797,-3.7521,-0.6616,9.2264
0,0,-5,-3.1514,-0.55567,10.16
0,0,-5,-3.3516,-0.59098,10.16
-0.79048,-0.14265,-5.4097,-3.1514,-0.55567,9.2264
-0.59272,-0.10823,-5.4974,-3.3516,-0.59098,9.2264
0,0,-5,-3.6067,1.1102e-14,10.16
0,0,-5,-3.81,2.8764e-14,10.16
-0.3672,-0.0051055,-5.587,-3.6067,8.7708e-15,9.2264
-0.11236,-0.0046998,-5.6797,-3.81,2.4647e-14,9.2264
0,0,-5,-3.2,-2.4158e-14,10.16
0,0,-5,-3.4033,-6.4393e-15,10.16
-0.79813,-0.0057841,-5.4075,-3.2,-2.065e-14,9.2264
-0.60006,-0.0054712,-5.4965,-3.4033,-3.9274e-15,9.2264
0,0,-5,-3.5519,0.62629,10.16
0,0,-5,-3.7521,0.6616,10.16
-0.36435,0.057912,-5.5873,-3.5519,0.62629,9.2264
-0.1126,0.014476,-5.6798,-3.7521,0.6616,9.2264
0,0,-5,-3.1514,0.55567,10.16
0,0,-5,-3.3516,0.59098,10.16
-0.79248,0.13128,-5.4098,-3.1514,0.55567,9.2264
-0.59465,0.097477,-5.4975,-3.3516,0.59098,9.2264
0,0,-5,-3.3892,1.2336,10.16
0,0,-5,-3.5802,1.3031,10.16
-0.34911,0.12162,-5.5866,-3.3892,1.2336,9.2264
-0.10827,0.034758,-5.6793,-3.5802,1.3031,9.2264
0,0,-5,-3.007,1.0945,10.16
0,0,-5,-3.1981,1.164,10.16
-0.76034,0.26809,-5.4088,-3.007,1.0945,9.2264
-0.56995,0.20079,-5.4965,-3.1981,1.164,9.2264
0,0,-5,-3.1235,1.8033,10.16
0,0,-5,-3.2996,1.905,10.16
-0.31831,0.18012,-5.5829,-3.1235,1.8033,9.2264
-0.097454,0.052433,-5.6773,-3.2996,1.905,9.2264
0,0,-5,-2.7713,1.6,10.16
0,0,-5,-2.9474,1.7017,10.16
-0.69463,0.39735,-5.4002,-2.7713,1.6,9.2264
-0.52077,0.29723,-5.4904,-2.9474,1.7017,9.2264
0,0,-5,-2.7629,2.3183,10.16
0,0,-5,-2.9186,2.449,10.16
-0.27932,0.22802,-5.5794,-2.7629,2.3183,9.2264
-0.08511,0.065082,-5.6755,-2.9186,2.449,9.2264
0,0,-5,-2.4513,2.0569,10.16
0,0,-5,-2.6071,2.1876,10.16
-0.60884,0.50602,-5.3915,-2.4513,2.0569,9.2264
-0.4568,0.37737,-5.4843,-2.6071,2.1876,9.2264
0,0,-5,-2.3183,2.7629,10.16
0,0,-5,-2.449,2.9186,10.16
-0.23893,0.27261,-5.5805,-2.3183,2.7629,9.2264
-0.075041,0.078365,-5.6758,-2.449,2.9186,9.2264
0,0,-5,-2.0569,2.4513,10.16
0,0,-5,-2.1876,2.6071,10.16
-0.51747,0.60377,-5.3955,-2.0569,2.4513,9.2264
-0.38889,0.45051,-5.4867,-2.1876,2.6071,9.2264
0,0,-5,-1.8033,3.1235,10.16
0,0,-5,-1.905,3.2996,10.16
-0.18958,0.31248,-5.5831,-1.8033,3.1235,9.2264
-0.061708,0.092047,-5.6772,-1.905,3.2996,9.2264
0,0,-5,-1.6,2.7713,10.16
0,0,-5,-1.7017,2.9474,10.16
-0.40661,0.68756,-5.4008,-1.6,2.7713,9.2264
-0.30652,0.51429,-5.491,-1.7017,2.9474,9.2264
0,0,-5,-1.2336,3.3892,10.16
0,0,-5,-1.3031,3.5802,10.16
-0.13229,0.34254,-5.5849,-1.2336,3.3892,9.2264
-0.044629,0.10296,-5.6781,-1.3031,3.5802,9.2264
0,0,-5,-1.0945,3.007,10.16
0,0,-5,-1.164,3.1981,10.16
-0.28099,0.74982,-5.4049,-1.0945,3.007,9.2264
-0.21242,0.56176,-5.4939,-1.164,3.1981,9.2264
0,0,-5,-0.62629,3.5519,10.16
0,0,-5,-0.6616,3.7521,10.16
-0.069849,0.36109,-5.5857,-0.62629,3.5519,9.2264
-0.025139,0.10983,-5.6785,-0.6616,3.7521,9.2264
0,0,-5,-0.55567,3.1514,10.16
0,0,-5,-0.59098,3.3516,10.16
-0.14587,0.78817,-5.4068,-0.55567,3.1514,9.2264
-0.11075,0.59096,-5.4952,-0.59098,3.3516,9.2264
0,0,-5,0,3.6067,10.16
0,0,-5,0,3.81,10.16
-0.0050606,0.36769,-5.5858,0,3.6067,9.2264
-0.0046534,0.11253,-5.6786,0,3.81,9.2264
0,0,-5,0,3.4033,10.16
-0.005434,0.60109,-5.4953,0,3.4033,9.2264
0,0,-5,0,3.2,10.16
-0.0057721,0.80076,-5.4066,0,3.2,9.2264
0.013855,-0.86226,-6.8085,0,-3.81,8.3302
-0.13767,-0.8512,-6.8085,-0.6616,-3.7521,8.3302
-0.17754,-1.0844,-6.6176,-0.62629,-3.5519,8.3302
0.015102,-1.0988,-6.6175,0,-3.6067,8.3302
-0.21505,-1.3037,-6.3612,-0.59098,-3.3516,8.3302
0.016268,-1.3211,-6.3609,0,-3.4033,8.3302
-0.247,-1.4905,-6.0574,-0.55567,-3.1514,8.3302
0.017351,-1.5102,-6.0566,0,-3.2,8.3302
-0.28456,-0.81307,-6.8084,-1.3031,-3.5802,8.3302
-0.3644,-1.0357,-6.6175,-1.2336,-3.3892,8.3302
-0.43943,-1.2452,-6.3612,-1.164,-3.1981,8.3302
-0.50319,-1.4237,-6.0576,-1.0945,-3.007,8.3302
-0.42116,-0.74908,-6.8083,-1.905,-3.2996,8.3302
-0.53843,-0.95423,-6.6175,-1.8033,-3.1235,8.3302
-0.64872,-1.1473,-6.3614,-1.7017,-2.9474,8.3302
-0.74263,-1.312,-6.0578,-1.6,-2.7713,8.3302
-0.54249,-0.66264,-6.8082,-2.449,-2.9186,8.3302
-0.69334,-0.84372,-6.6178,-2.3183,-2.7629,8.3302
-0.83536,-1.0142,-6.3626,-2.1876,-2.6071,8.3302
-0.95656,-1.1604,-6.0609,-2.0569,-2.4513,8.3302
-0.64616,-0.55947,-6.8085,-2.9186,-2.449,8.3302
-0.82514,-0.71153,-6.618,-2.7629,-2.3183,8.3302
-0.99331,-0.85465,-6.3625,-2.6071,-2.1876,8.3302
-1.1374,-0.97784,-6.0589,-2.4513,-2.0569,8.3302
-0.7359,-0.44267,-6.8099,-3.2996,-1.905,8.3302
-0.93971,-0.56228,-6.6194,-3.1235,-1.8033,8.3302
-1.1318,-0.67493,-6.3637,-2.9474,-1.7017,8.3302
-1.2962,-0.77093,-6.0607,-2.7713,-1.6,8.3302
-0.80567,-0.30877,-6.8115,-3.5802,-1.3031,8.3302
-1.0283,-0.39078,-6.6213,-3.3892,-1.2336,8.3302
-1.2382,-0.46756,-6.3657,-3.1981,-1.164,8.3302
-1.4177,-0.53224,-6.063,-3.007,-1.0945,8.3302
-0.84754,-0.16316,-6.8119,-3.7521,-0.6616,8.3302
-1.0806,-0.205,-6.6217,-3.5519,-0.62629,8.3302
-1.2997,-0.2442,-6.3659,-3.3516,-0.59098,8.3302
-1.4865,-0.27775,-6.0632,-3.1514,-0.55567,8.3302
-0.86189,-0.013952,-6.8118,-3.81,2.065e-14,8.3302
-1.0979,-0.015203,-6.6212,-3.6067,6.4809e-15,8.3302
-1.3195,-0.016363,-6.3647,-3.4033,-1.4433e-15,8.3302
-1.5069,-0.017403,-6.0599,-3.2,-1.7319e-14,8.3302
-0.85241,0.13568,-6.812,-3.7521,0.6616,8.3302
-1.0859,0.17507,-6.6217,-3.5519,0.62629,8.3302
-1.3054,0.212,-6.3659,-3.3516,0.59098,8.3302
-1.4925,0.24352,-6.0631,-3.1514,0.55567,8.3302
-0.81526,0.28258,-6.8115,-3.5802,1.3031,8.3302
-1.0388,0.36227,-6.6213,-3.3892,1.2336,8.3302
-1.2494,0.43692,-6.3657,-3.1981,1.164,8.3302
-1.4296,0.49973,-6.0631,-3.007,1.0945,8.3302
-0.74985,0.41856,-6.8099,-3.2996,1.905,8.3302
-0.95489,0.53604,-6.6194,-3.1235,1.8033,8.3302
-1.1481,0.64673,-6.3637,-2.9474,1.7017,8.3302
-1.3135,0.74095,-6.0606,-2.7713,1.6,8.3302
-0.66401,0.53811,-6.8085,-2.9186,2.449,8.3302
-0.84456,0.68829,-6.618,-2.7629,2.3183,8.3302
-1.0142,0.82967,-6.3625,-2.6071,2.1876,8.3302
-1.1595,0.95136,-6.0589,-2.4513,2.0569,8.3302
-0.56374,0.64468,-6.8082,-2.449,2.9186,8.3302
-0.71645,0.82417,-6.6177,-2.3183,2.7629,8.3302
-0.86019,0.9932,-6.3625,-2.1876,2.6071,8.3302
-0.98298,1.1381,-6.0607,-2.0569,2.4513,8.3302
-0.44517,0.73511,-6.8082,-1.905,3.2996,8.3302
-0.56456,0.93902,-6.6174,-1.8033,3.1235,8.3302
-0.67679,1.131,-6.3613,-1.7017,2.9474,8.3302
-0.77243,1.2948,-6.0578,-1.6,2.7713,8.3302
-0.31061,0.80353,-6.8084,-1.3031,3.5802,8.3302
-0.39277,1.0253,-6.6175,-1.2336,3.3892,8.3302
-0.46994,1.234,-6.3612,-1.164,3.1981,8.3302
-0.53561,1.4119,-6.0575,-1.0945,3.007,8.3302
-0.16497,0.8464,-6.8085,-0.6616,3.7521,8.3302
-0.20729,1.0792,-6.6176,-0.62629,3.5519,8.3302
-0.24704,1.2981,-6.3613,-0.59098,3.3516,8.3302
-0.28095,1.4846,-6.0576,-0.55567,3.1514,8.3302
-0.013855,0.86226,-6.8085,0,3.81,8.3302
-0.015102,1.0988,-6.6175,0,3.6067,8.3302
-0.016268,1.3211,-6.3609,0,3.4033,8.3302
-0.017351,1.5102,-6.0566,0,3.2,8.3302
0.033393,-1.5833,-7.4561,0,-3.81,7.4699
-0.24369,-1.5646,-7.4562,-0.6616,-3.7521,7.4699
-0.27417,-1.7557,-7.1676,-0.62629,-3.5519,7.4699
0.036558,-1.7767,-7.1674,0,-3.6067,7.4699
-0.29951,-1.9166,-6.78,-0.59098,-3.3516,7.4699
0.039562,-1.9395,-6.7795,0,-3.4033,7.4699
-0.31872,-2.041,-6.3162,-0.55567,-3.1514,7.4699
0.042359,-2.0651,-6.3148,0,-3.2,7.4699
-0.5129,-1.4973,-7.4563,-1.3031,-3.5802,7.4699
-0.57614,-1.6801,-7.1677,-1.2336,-3.3892,7.4699
-0.62907,-1.834,-6.78,-1.164,-3.1981,7.4699
-0.66952,-1.9533,-6.316,-1.0945,-3.007,7.4699
-0.76492,-1.3835,-7.4565,-1.905,-3.2996,7.4699
-0.85888,-1.5521,-7.1678,-1.8033,-3.1235,7.4699
-0.93772,-1.6941,-6.7798,-1.7017,-2.9474,7.4699
-0.99844,-1.8042,-6.3145,-1.6,-2.7713,7.4699
-0.99144,-1.2278,-7.4567,-2.449,-2.9186,7.4699
-1.113,-1.3769,-7.1681,-2.3183,-2.7629,7.4699
-1.215,-1.5023,-6.7806,-2.1876,-2.6071,7.4699
-1.294,-1.6002,-6.3177,-2.0569,-2.4513,7.4699
-1.1866,-1.0379,-7.4569,-2.9186,-2.449,7.4699
-1.3312,-1.1635,-7.1675,-2.7629,-2.3183,7.4699
-1.452,-1.2691,-6.778,-2.6071,-2.1876,7.4699
-1.5459,-1.3523,-6.3101,-2.4513,-2.0569,7.4699
-1.351,-0.81976,-7.4589,-3.2996,-1.905,7.4699
-1.5163,-0.91923,-7.1703,-3.1235,-1.8033,7.4699
-1.6554,-1.0035,-6.7824,-2.9474,-1.7017,7.4699
-1.7637,-1.0694,-6.3178,-2.7713,-1.6,7.4699
-1.4764,-0.57346,-7.4614,-3.5802,-1.3031,7.4699
-1.6577,-0.64241,-7.1739,-3.3892,-1.2336,7.4699
-1.8108,-0.70055,-6.7878,-3.1981,-1.164,7.4699
-1.9296,-0.74523,-6.3261,-3.007,-1.0945,7.4699
-1.554,-0.30761,-7.4619,-3.7521,-0.6616,7.4699
-1.7441,-0.34385,-7.1743,-3.5519,-0.62629,7.4699
-1.9043,-0.37451,-6.788,-3.3516,-0.59098,7.4699
-2.028,-0.39856,-6.3264,-3.1514,-0.55567,7.4699
-1.5828,-0.033512,-7.4613,-3.81,1.6431e-14,7.4699
-1.7757,-0.036681,-7.1729,-3.6067,3.9552e-15,7.4699
-1.9377,-0.039682,-6.7848,-3.4033,1.138e-15,7.4699
-2.0617,-0.04244,-6.3185,-3.2,-1.3767e-14,7.4699
-1.5656,0.24159,-7.4619,-3.7521,0.6616,7.4699
-1.7569,0.27157,-7.1743,-3.5519,0.62629,7.4699
-1.918,0.29632,-6.788,-3.3516,0.59098,7.4699
-2.0426,0.31493,-6.3262,-3.1514,0.55567,7.4699
-1.4993,0.51046,-7.4614,-3.5802,1.3031,7.4699
-1.6829,0.57348,-7.174,-3.3892,1.2336,7.4699
-1.838,0.62601,-6.7879,-3.1981,1.164,7.4699
-1.9587,0.66555,-6.3262,-3.007,1.0945,7.4699
-1.3845,0.76174,-7.4589,-3.2996,1.905,7.4699
-1.553,0.85578,-7.1703,-3.1235,1.8033,7.4699
-1.695,0.93492,-6.7823,-2.9474,1.7017,7.4699
-1.806,0.99613,-6.3177,-2.7713,1.6,7.4699
-1.2296,0.98657,-7.4568,-2.9186,2.449,7.4699
-1.3781,1.1073,-7.1674,-2.7629,2.3183,7.4699
-1.5026,1.2084,-6.7779,-2.6071,2.1876,7.4699
-1.5999,1.2875,-6.31,-2.4513,2.0569,7.4699
-1.0426,1.1846,-7.4565,-2.449,2.9186,7.4699
-1.1689,1.3296,-7.1678,-2.3183,2.7629,7.4699
-1.2754,1.4511,-6.7803,-2.1876,2.6071,7.4699
-1.3586,1.5456,-6.3173,-2.0569,2.4513,7.4699
-0.82282,1.3499,-7.4563,-1.905,3.2996,7.4699
-0.92222,1.5153,-7.1676,-1.8033,3.1235,7.4699
-1.0062,1.6543,-6.7796,-1.7017,2.9474,7.4699
-1.0716,1.7618,-6.3145,-1.6,2.7713,7.4699
-0.57572,1.4744,-7.4562,-1.3031,3.5802,7.4699
-0.64489,1.655,-7.1676,-1.2336,3.3892,7.4699
-0.70344,1.8069,-6.7799,-1.164,3.1981,7.4699
-0.74909,1.9243,-6.316,-1.0945,3.007,7.4699
-0.30949,1.5531,-7.4562,-0.6616,3.7521,7.4699
-0.34619,1.743,-7.1677,-0.62629,3.5519,7.4699
-0.37742,1.903,-6.7803,-0.59098,3.3516,7.4699
-0.40196,2.0265,-6.3167,-0.55567,3.1514,7.4699
-0.033392,1.5833,-7.4561,0,3.81,7.4699
-0.036558,1.7767,-7.1674,0,3.6067,7.4699
-0.039562,1.9395,-6.7795,0,3.4033,7.4699
-0.042359,2.0651,-6.3148,0,3.2,7.4699
0.073636,-1.9031,-7.9367,0,-3.81,6.6439
-0.25955,-1.8866,-7.9369,-0.6616,-3.7521,6.6439
-0.28067,-2.0486,-7.5031,-0.62629,-3.5519,6.6439
0.081006,-2.0663,-7.5028,0,-3.6067,6.6439
-0.29471,-2.1687,-6.9458,-0.59098,-3.3516,6.6439
0.088086,-2.1869,-6.9452,0,-3.4033,6.6439
-0.30078,-2.2406,-6.2917,-0.55567,-3.1514,6.6439
0.094719,-2.2586,-6.2901,0,-3.2,6.6439
-0.58439,-1.8116,-7.9372,-1.3031,-3.5802,6.6439
-0.63347,-1.9673,-7.5034,-1.2336,-3.3892,6.6439
-0.66827,-2.083,-6.9459,-1.164,-3.1981,6.6439
-0.68684,-2.1528,-6.2917,-1.0945,-3.007,6.6439
-0.88985,-1.6804,-7.9378,-1.905,-3.2996,6.6439
-0.96519,-1.8248,-7.5039,-1.8033,-3.1235,6.6439
-1.0196,-1.9322,-6.946,-1.7017,-2.9474,6.6439
-1.0502,-1.9975,-6.29,-1.6,-2.7713,6.6439
-1.166,-1.4985,-7.9385,-2.449,-2.9186,6.6439
-1.2651,-1.627,-7.505,-2.3183,-2.7629,6.6439
-1.3371,-1.7226,-6.9482,-2.1876,-2.6071,6.6439
-1.3789,-1.7816,-6.2962,-2.0569,-2.4513,6.6439
-1.4054,-1.2742,-7.9388,-2.9186,-2.449,6.6439
-1.5241,-1.3834,-7.5045,-2.7629,-2.3183,6.6439
-1.6101,-1.465,-6.9455,-2.6071,-2.1876,6.6439
-1.6607,-1.5166,-6.2873,-2.4513,-2.0569,6.6439
-1.6072,-1.0146,-7.9413,-3.2996,-1.905,6.6439
-1.7441,-1.1027,-7.5078,-3.1235,-1.8033,6.6439
-1.8443,-1.1696,-6.9504,-2.9474,-1.7017,6.6439
-1.904,-1.2122,-6.296,-2.7713,-1.6,6.6439
-1.7627,-0.72101,-7.9442,-3.5802,-1.3031,6.6439
-1.914,-0.78379,-7.5119,-3.3892,-1.2336,6.6439
-2.0257,-0.83162,-6.9565,-3.1981,-1.164,6.6439
-2.0919,-0.86181,-6.3048,-3.007,-1.0945,6.6439
-1.8618,-0.40306,-7.9446,-3.7521,-0.6616,6.6439
-2.0215,-0.43829,-7.5122,-3.5519,-0.62629,6.6439
-2.1393,-0.46574,-6.9565,-3.3516,-0.59098,6.6439
-2.209,-0.48431,-6.3051,-3.1514,-0.55567,6.6439
-1.9027,-0.073753,-7.9439,-3.81,1.2434e-14,6.6439
-2.0654,-0.081129,-7.5104,-3.6067,1.7208e-15,6.6439
-2.1853,-0.088202,-6.9525,-3.4033,3.5527e-15,6.6439
-2.2557,-0.094783,-6.2952,-3.2,-1.0436e-14,6.6439
-1.8874,0.25775,-7.9447,-3.7521,0.6616,6.6439
-2.0497,0.27844,-7.5122,-3.5519,0.62629,6.6439
-2.1699,0.29193,-6.9565,-3.3516,0.59098,6.6439
-2.2418,0.29746,-6.305,-3.1514,0.55567,6.6439
-1.8132,0.58236,-7.9443,-3.5802,1.3031,6.6439
-1.9696,0.63132,-7.512,-3.3892,1.2336,6.6439
-2.0862,0.66586,-6.9566,-3.1981,1.164,6.6439
-2.1569,0.68361,-6.3049,-3.007,1.0945,6.6439
-1.681,0.8869,-7.9413,-3.2996,1.905,6.6439
-1.8252,0.96238,-7.5078,-3.1235,1.8033,6.6439
-1.9325,1.0172,-6.9504,-2.9474,1.7017,6.6439
-1.9985,1.0485,-6.2958,-2.7713,1.6,6.6439
-1.5001,1.1611,-7.9386,-2.9186,2.449,6.6439
-1.6281,1.2592,-7.5042,-2.7629,2.3183,6.6439
-1.7229,1.3301,-6.9453,-2.6071,2.1876,6.6439
-1.7817,1.372,-6.2871,-2.4513,2.0569,6.6439
-1.2789,1.4035,-7.9381,-2.449,2.9186,6.6439
-1.389,1.5225,-7.5045,-2.3183,2.7629,6.6439
-1.4717,1.609,-6.9477,-2.1876,2.6071,6.6439
-1.5235,1.6598,-6.2955,-2.0569,2.4513,6.6439
-1.0175,1.6065,-7.9374,-1.905,3.2996,6.6439
-1.1055,1.7435,-7.5034,-1.8033,3.1235,6.6439
-1.1721,1.8438,-6.9456,-1.7017,2.9474,6.6439
-1.2141,1.9026,-6.2896,-1.6,2.7713,6.6439
-0.72288,1.7611,-7.937,-1.3031,3.5802,6.6439
-0.78578,1.9117,-7.5032,-1.2336,3.3892,6.6439
-0.83386,2.0225,-6.9457,-1.164,3.1981,6.6439
-0.86485,2.0879,-6.2915,-1.0945,3.007,6.6439
-0.40463,1.861,-7.9369,-0.6616,3.7521,6.6439
-0.44027,2.0205,-7.5032,-0.62629,3.5519,6.6439
-0.46822,2.1382,-6.9461,-0.59098,3.3516,6.6439
-0.48722,2.2078,-6.2924,-0.55567,3.1514,6.6439
-0.073636,1.9031,-7.9367,0,3.81,6.6439
-0.081006,2.0663,-7.5028,0,3.6067,6.6439
-0.088086,2.1869,-6.9452,0,3.4033,6.6439
-0.094719,2.2586,-6.2901,0,3.2,6.6439
0.1523,-1.8496,-8.2807,0,-3.81,5.851
-0.17246,-1.8477,-8.281,-0.6616,-3.7521,5.851
-0.17582,-1.9575,-7.6678,-0.62629,-3.5519,5.851
0.16809,-1.9583,-7.6674,0,-3.6067,5.851
-0.17142,-2.0198,-6.9247,-0.59098,-3.3516,5.851
0.18329,-2.0188,-6.924,0,-3.4033,5.851
-0.15992,-2.0358,-6.082,-0.55567,-3.1514,5.851
0.19749,-2.0325,-6.0805,0,-3.2,5.851
-0.49164,-1.7887,-8.2814,-1.3031,-3.5802,5.851
-0.51415,-1.8962,-7.668,-1.2336,-3.3892,5.851
-0.52078,-1.9582,-6.9247,-1.164,-3.1981,5.851
-0.51234,-1.9761,-6.0819,-1.0945,-3.007,5.851
-0.7946,-1.6746,-8.2822,-1.905,-3.2996,5.851
-0.83542,-1.7763,-7.6688,-1.8033,-3.1235,5.851
-0.85277,-1.8359,-6.9249,-1.7017,-2.9474,5.851
-0.84774,-1.8546,-6.0799,-1.6,-2.7713,5.851
-1.0718,-1.51,-8.2833,-2.449,-2.9186,5.851
-1.1296,-1.6025,-7.6704,-2.3183,-2.7629,5.851
-1.157,-1.6577,-6.9281,-2.1876,-2.6071,5.851
-1.1556,-1.6771,-6.0881,-2.0569,-2.4513,5.851
-1.3153,-1.3017,-8.2837,-2.9186,-2.449,5.851
-1.3874,-1.3826,-7.6699,-2.7629,-2.3183,5.851
-1.4229,-1.4321,-6.9252,-2.6071,-2.1876,5.851
-1.4241,-1.4517,-6.0784,-2.4513,-2.0569,5.851
-1.5224,-1.0565,-8.2866,-3.2996,-1.905,5.851
-1.6081,-1.1246,-7.6737,-3.1235,-1.8033,5.851
-1.6524,-1.1681,-6.9308,-2.9474,-1.7017,5.851
-1.6577,-1.1878,-6.0883,-2.7713,-1.6,5.851
-1.6855,-0.77694,-8.2897,-3.5802,-1.3031,5.851
-1.7825,-0.82904,-7.6782,-3.3892,-1.2336,5.851
-1.8346,-0.86405,-6.9371,-3.1981,-1.164,5.851
-1.8432,-0.88182,-6.0969,-3.007,-1.0945,5.851
-1.7955,-0.47156,-8.2901,-3.7521,-0.6616,5.851
-1.9,-0.50579,-7.6783,-3.5519,-0.62629,5.851
-1.9571,-0.53104,-6.9371,-3.3516,-0.59098,5.851
-1.9683,-0.54731,-6.0972,-3.1514,-0.55567,5.851
-1.8495,-0.15232,-8.2893,-3.81,8.2157e-15,5.851
-1.9579,-0.1681,-7.6764,-3.6067,-5.5511e-16,5.851
-2.018,-0.18327,-6.9328,-3.4033,6.0785e-15,5.851
-2.0308,-0.1974,-6.087,-3.2,-6.8834e-15,5.851
-1.8484,0.17151,-8.2903,-3.7521,0.6616,5.851
-1.9584,0.17464,-7.6785,-3.5519,0.62629,5.851
-2.0208,0.16994,-6.9372,-3.3516,0.59098,5.851
-2.0369,0.1582,-6.0973,-3.1514,0.55567,5.851
-1.7897,0.49063,-8.29,-3.5802,1.3031,5.851
-1.8976,0.51315,-7.6784,-3.3892,1.2336,5.851
-1.9601,0.51969,-6.9373,-3.1981,1.164,5.851
-1.9784,0.51078,-6.0971,-3.007,1.0945,5.851
-1.6747,0.79272,-8.2866,-3.2996,1.905,5.851
-1.776,0.8337,-7.6738,-3.1235,1.8033,5.851
-1.8355,0.85139,-6.9308,-2.9474,1.7017,5.851
-1.8546,0.84691,-6.0882,-2.7713,1.6,5.851
-1.5109,1.0682,-8.2834,-2.9186,2.449,5.851
-1.603,1.1252,-7.6696,-2.7629,2.3183,5.851
-1.6576,1.1518,-6.9248,-2.6071,2.1876,5.851
-1.6765,1.1503,-6.0782,-2.4513,2.0569,5.851
-1.305,1.3139,-8.2825,-2.449,2.9186,5.851
-1.3866,1.3862,-7.6696,-2.3183,2.7629,5.851
-1.4368,1.422,-6.9272,-2.1876,2.6071,5.851
-1.4568,1.4234,-6.087,-2.0569,2.4513,5.851
-1.0584,1.522,-8.2814,-1.905,3.2996,5.851
-1.1263,1.6078,-7.6679,-1.8033,3.1235,5.851
-1.1698,1.6522,-6.9241,-1.7017,2.9474,5.851
-1.1891,1.6568,-6.079,-1.6,2.7713,5.851
-0.7779,1.6843,-8.2809,-1.3031,3.5802,5.851
-0.83001,1.7809,-7.6676,-1.2336,3.3892,5.851
-0.86509,1.8325,-6.9243,-1.164,3.1981,5.851
-0.88326,1.8407,-6.0816,-1.0945,3.007,5.851
-0.47247,1.7947,-8.2808,-0.6616,3.7521,5.851
-0.50692,1.8991,-7.6678,-0.62629,3.5519,5.851
-0.53243,1.9561,-6.9249,-0.59098,3.3516,5.851
-0.54883,1.9672,-6.0827,-0.55567,3.1514,5.851
-0.1523,1.8496,-8.2807,0,3.81,5.851
-0.16809,1.9583,-7.6674,0,3.6067,5.851
-0.18329,2.0188,-6.924,0,3.4033,5.851
-0.19749,2.0325,-6.0805,0,3.2,5.851
0.29836,-1.526,-8.5144,0,-3.81,5.0898
0.028178,-1.5546,-8.5148,-0.6616,-3.7521,5.0898
0.053389,-1.5902,-7.7274,-0.62629,-3.5519,5.0898
0.32936,-1.5566,-7.7269,0,-3.6067,5.0898
