"V:0","V:1","V:2","Points:0","Points:1","Points:2"
-1.3517,-1.627,-12.222,-4.5163,0.79635,2.3376
-1.0487,-1.8364,-12.221,-4.586,3.6152e-14,2.3376
-0.71449,-1.99,-12.221,-4.5163,-0.79635,2.3376
-0.35945,-2.0839,-12.221,-4.3094,-1.5685,2.3376
0.0066062,-2.1162,-12.221,-3.9716,-2.293,2.3376
0.37474,-2.0855,-12.221,-3.5131,-2.9478,2.3376
0.73401,-1.9898,-12.221,-2.9478,-3.5131,2.3376
1.0705,-1.831,-12.22,-2.293,-3.9716,2.3376
1.3723,-1.6155,-12.219,-1.5685,-4.3094,2.3376
0,0,0,0,5.75,1.7169
-1.0736,0.60983,-9.2624,0,5.362,1.7169
-1.1616,0.41453,-9.2624,-0.9311,5.2805,1.7169
0,0,0,-0.99848,5.6626,1.7169
-1.2147,0.20731,-9.2624,-1.8339,5.0386,1.7169
0,0,0,-1.9666,5.4032,1.7169
-1.2321,-0.0060151,-9.2626,-2.681,4.6436,1.7169
0,0,0,-2.875,4.9796,1.7169
-1.2132,-0.21989,-9.2628,-3.4466,4.1075,1.7169
0,0,0,-3.696,4.4048,1.7169
-1.1579,-0.42846,-9.2632,-4.1075,3.4466,1.7169
0,0,0,-4.4048,3.696,1.7169
-1.0662,-0.62464,-9.2635,-4.6436,2.681,1.7169
0,0,0,-4.9796,2.875,1.7169
-0.94113,-0.80091,-9.2637,-5.0386,1.8339,1.7169
0,0,0,-5.4032,1.9666,1.7169
-0.78736,-0.95171,-9.2637,-5.2805,0.9311,1.7169
0,0,0,-5.6626,0.99848,1.7169
-0.61011,-1.0731,-9.2636,-5.362,3.6401e-14,1.7169
0,0,0,-5.75,2.4869e-14,1.7169
-0.4148,-1.1619,-9.2636,-5.2805,-0.9311,1.7169
0,0,0,-5.6626,-0.99848,1.7169
-0.20728,-1.2161,-9.2635,-5.0386,-1.8339,1.7169
0,0,0,-5.4032,-1.9666,1.7169
0.0068332,-1.2345,-9.2634,-4.6436,-2.681,1.7169
0,0,0,-4.9796,-2.875,1.7169
0.22196,-1.2161,-9.2633,-4.1075,-3.4466,1.7169
0,0,0,-4.4048,-3.696,1.7169
0.43133,-1.16,-9.2631,-3.4466,-4.1075,1.7169
0,0,0,-3.696,-4.4048,1.7169
0.62719,-1.0673,-9.2629,-2.681,-4.6436,1.7169
0,0,0,-2.875,-4.9796,1.7169
0.80281,-0.94156,-9.2627,-1.8339,-5.0386,1.7169
0,0,0,-1.9666,-5.4032,1.7169
0.95297,-0.78736,-9.2625,-0.9311,-5.2805,1.7169
0,0,0,-0.99848,-5.6626,1.7169
1.0736,-0.60983,-9.2624,0,-5.362,1.7169
0,0,0,0,-5.75,1.7169
-2.0861,1.3299,-12.95,0,4.974,1.7169
-2.2826,0.94823,-12.95,-0.86373,4.8984,1.7169
1.826,-1.6727,-12.95,-0.86373,-4.8984,1.7169
2.0861,-1.3299,-12.95,0,-4.974,1.7169
-3.0453,1.7723,-13.242,0,4.586,1.7169
-3.3033,1.2176,-13.242,-0.79635,4.5163,1.7169
2.6943,-2.2752,-13.242,-0.79635,-4.5163,1.7169
3.0453,-1.7723,-13.242,0,-4.586,1.7169
-3.9327,1.7593,-11.553,0,4.198,1.7169
-4.1743,1.0509,-11.553,-0.72898,4.1342,1.7169
3.5708,-2.4169,-11.553,-0.72898,-4.1342,1.7169
3.9327,-1.7593,-11.553,0,-4.198,1.7169
-4.29,0.31354,-11.553,-1.4358,3.9448,1.7169
-4.2789,-0.43106,-11.554,-2.099,3.6356,1.7169
-4.1425,-1.1639,-11.555,-2.6984,3.2159,1.7169
-3.8818,-1.8677,-11.556,-3.2159,2.6984,1.7169
-3.4972,-2.5198,-11.557,-3.6356,2.099,1.7169
-3.0023,-3.0922,-11.557,-3.9448,1.4358,1.7169
-2.4176,-3.5667,-11.556,-4.1342,0.72898,1.7169
-1.7614,-3.9314,-11.555,-4.198,-8.6875e-15,1.7169
-1.0528,-4.1761,-11.556,-4.1342,-0.72898,1.7169
-0.31503,-4.2945,-11.556,-3.9448,-1.4358,1.7169
0.43096,-4.2863,-11.557,-3.6356,-2.099,1.7169
1.1685,-4.1514,-11.556,-3.2159,-2.6984,1.7169
1.8771,-3.8869,-11.556,-2.6984,-3.2159,1.7169
2.5282,-3.4991,-11.555,-2.099,-3.6356,1.7169
3.0984,-3.0031,-11.554,-1.4358,-3.9448,1.7169
-2.4107,0.53909,-12.95,-1.7012,4.674,1.7169
-2.4674,0.11416,-12.95,-2.487,4.3076,1.7169
-2.4516,-0.31544,-12.951,-3.1972,3.8103,1.7169
-2.3617,-0.73817,-12.951,-3.8103,3.1972,1.7169
-2.1978,-1.14,-12.952,-4.3076,2.487,1.7169
-1.9651,-1.5057,-12.952,-4.674,1.7012,1.7169
-1.6728,-1.8236,-12.952,-4.8984,0.86373,1.7169
-1.3307,-2.0852,-12.952,-4.974,4.6185e-14,1.7169
-0.94897,-2.2834,-12.952,-4.8984,-0.86373,1.7169
-0.53939,-2.4132,-12.952,-4.674,-1.7012,1.7169
-0.11317,-2.4718,-12.952,-4.3076,-2.487,1.7169
0.31881,-2.4566,-12.952,-3.8103,-3.1972,1.7169
0.7433,-2.3651,-12.951,-3.1972,-3.8103,1.7169
1.1447,-2.1994,-12.951,-2.487,-4.3076,1.7169
1.5093,-1.9657,-12.95,-1.7012,-4.674,1.7169
-3.462,0.62809,-13.242,-1.5685,4.3094,1.7169
-3.5182,0.020722,-13.242,-2.293,3.9716,1.7169
-3.471,-0.58872,-13.243,-2.9478,3.5131,1.7169
-3.3191,-1.1846,-13.244,-3.5131,2.9478,1.7169
-3.0625,-1.7474,-13.245,-3.9716,2.293,1.7169
-2.7099,-2.255,-13.245,-4.3094,1.5685,1.7169
-2.2756,-2.6911,-13.245,-4.5163,0.79635,1.7169
-1.7736,-3.0442,-13.244,-4.586,3.9926e-14,1.7169
-1.2189,-3.3045,-13.244,-4.5163,-0.79635,1.7169
-0.62894,-3.4655,-13.244,-4.3094,-1.5685,1.7169
-0.020059,-3.5243,-13.245,-3.9716,-2.293,1.7169
0.59291,-3.4779,-13.244,-3.5131,-2.9478,1.7169
1.1918,-3.3235,-13.244,-2.9478,-3.5131,1.7169
1.754,-3.0644,-13.243,-2.293,-3.9716,1.7169
2.2599,-2.7107,-13.242,-1.5685,-4.3094,1.7169
0,0,0,0,5.75,1.1211
-1.7089,0.88626,-10.934,0,5.362,1.1211
-1.8351,0.57646,-10.935,-0.9311,5.2805,1.1211
0,0,0,-0.99848,5.6626,1.1211
-1.9061,0.24993,-10.935,-1.8339,5.0386,1.1211
0,0,0,-1.9666,5.4032,1.1211
-1.9203,-0.08396,-10.935,-2.681,4.6436,1.1211
0,0,0,-2.875,4.9796,1.1211
-1.8777,-0.4161,-10.936,-3.4466,4.1075,1.1211
0,0,0,-3.696,4.4048,1.1211
-1.7783,-0.73718,-10.936,-4.1075,3.4466,1.1211
0,0,0,-4.4048,3.696,1.1211
-1.6237,-1.0367,-10.936,-4.6436,2.681,1.1211
0,0,0,-4.9796,2.875,1.1211
-1.4184,-1.3036,-10.936,-5.0386,1.8339,1.1211
0,0,0,-5.4032,1.9666,1.1211
-1.1699,-1.5296,-10.936,-5.2805,0.9311,1.1211
0,0,0,-5.6626,0.99848,1.1211
-0.88649,-1.7085,-10.936,-5.362,4.2286e-14,1.1211
0,0,0,-5.75,3.1086e-14,1.1211
-0.5767,-1.8354,-10.936,-5.2805,-0.9311,1.1211
0,0,0,-5.6626,-0.99848,1.1211
-0.24995,-1.9073,-10.936,-5.0386,-1.8339,1.1211
0,0,0,-5.4032,-1.9666,1.1211
0.084635,-1.9227,-10.936,-4.6436,-2.681,1.1211
0,0,0,-4.9796,-2.875,1.1211
0.41808,-1.8805,-10.936,-4.1075,-3.4466,1.1211
0,0,0,-4.4048,-3.696,1.1211
0.74004,-1.7804,-10.936,-3.4466,-4.1075,1.1211
0,0,0,-3.696,-4.4048,1.1211
1.0391,-1.6247,-10.936,-2.681,-4.6436,1.1211
0,0,0,-2.875,-4.9796,1.1211
1.3054,-1.4188,-10.935,-1.8339,-5.0386,1.1211
0,0,0,-1.9666,-5.4032,1.1211
1.5307,-1.17,-10.935,-0.9311,-5.2805,1.1211
0,0,0,-0.99848,-5.6626,1.1211
1.7089,-0.88626,-10.934,0,-5.362,1.1211
0,0,0,0,-5.75,1.1211
-3.3201,2.0164,-14.893,0,4.974,1.1211
-3.617,1.41,-14.893,-0.86373,4.8984,1.1211
2.9221,-2.5631,-14.893,-0.86373,-4.8984,1.1211
3.3201,-2.0164,-14.893,0,-4.974,1.1211
-4.8713,2.8998,-14.673,0,4.586,1.1211
-5.2973,2.011,-14.673,-0.79635,4.5163,1.1211
4.2969,-3.7029,-14.673,-0.79635,-4.5163,1.1211
4.8713,-2.8998,-14.673,0,-4.586,1.1211
-6.2208,3.0964,-11.996,0,4.198,1.1211
-6.6597,1.9704,-11.996,-0.72898,4.1342,1.1211
5.5921,-4.1313,-11.996,-0.72898,-4.1342,1.1211
6.2208,-3.0964,-11.996,0,-4.198,1.1211
-6.8974,0.78843,-11.996,-1.4358,3.9448,1.1211
-6.9298,-0.41471,-11.996,-2.099,3.6356,1.1211
-6.7573,-1.6069,-11.997,-2.6984,3.2159,1.1211
-6.3814,-2.758,-11.998,-3.2159,2.6984,1.1211
-5.8033,-3.8324,-11.999,-3.6356,2.099,1.1211
-5.043,-4.7862,-11.999,-3.9448,1.4358,1.1211
-4.1319,-5.5887,-11.998,-4.1342,0.72898,1.1211
-3.0986,-6.2199,-11.998,-4.198,-1.0769e-14,1.1211
-1.9721,-6.6614,-11.998,-4.1342,-0.72898,1.1211
-0.79008,-6.901,-11.999,-3.9448,-1.4358,1.1211
0.41324,-6.9366,-11.999,-3.6356,-2.099,1.1211
1.6104,-6.7664,-11.998,-3.2159,-2.6984,1.1211
2.7677,-6.3854,-11.998,-2.6984,-3.2159,1.1211
3.8401,-5.8038,-11.997,-2.099,-3.6356,1.1211
4.7911,-5.0435,-11.997,-1.4358,-3.9448,1.1211
-3.8049,0.76239,-14.893,-1.7012,4.674,1.1211
-3.8794,0.092307,-14.894,-2.487,4.3076,1.1211
-3.8386,-0.58188,-14.895,-3.1972,3.8103,1.1211
-3.6818,-1.2415,-14.896,-3.8103,3.1972,1.1211
-3.4103,-1.8654,-14.896,-4.3076,2.487,1.1211
-3.0327,-2.431,-14.895,-4.674,1.7012,1.1211
-2.5632,-2.9201,-14.895,-4.8984,0.86373,1.1211
-2.017,-3.3193,-14.895,-4.974,5.1778e-14,1.1211
-1.4106,-3.6176,-14.895,-4.8984,-0.86373,1.1211
-0.76277,-3.8071,-14.895,-4.674,-1.7012,1.1211
-0.091688,-3.8835,-14.896,-4.3076,-2.487,1.1211
0.58494,-3.8436,-14.896,-3.8103,-3.1972,1.1211
1.2466,-3.685,-14.895,-3.1972,-3.8103,1.1211
1.8699,-3.4116,-14.894,-2.487,-4.3076,1.1211
2.4341,-3.0332,-14.894,-1.7012,-4.674,1.1211
-5.5635,1.0636,-14.673,-1.5685,4.3094,1.1211
-5.6638,0.085411,-14.674,-2.293,3.9716,1.1211
-5.5959,-0.897,-14.675,-2.9478,3.5131,1.1211
-5.3589,-1.8572,-14.676,-3.5131,2.9478,1.1211
-4.9542,-2.7649,-14.676,-3.9716,2.293,1.1211
-4.395,-3.586,-14.676,-4.3094,1.5685,1.1211
-3.7032,-4.2942,-14.675,-4.5163,0.79635,1.1211
-2.901,-4.8704,-14.675,-4.586,4.3382e-14,1.1211
-2.0121,-5.2984,-14.675,-4.5163,-0.79635,1.1211
-1.0646,-5.5665,-14.676,-4.3094,-1.5685,1.1211
-0.085494,-5.6694,-14.676,-3.9716,-2.293,1.1211
0.90054,-5.6028,-14.676,-3.5131,-2.9478,1.1211
1.8643,-5.3627,-14.675,-2.9478,-3.5131,1.1211
2.771,-4.9553,-14.674,-2.293,-3.9716,1.1211
3.5901,-4.3955,-14.674,-1.5685,-4.3094,1.1211
0,0,0,0,5.75,0.54912
-2.4814,0.91209,-12.866,0,5.362,0.54912
-2.6005,0.46771,-12.866,-0.9311,5.2805,0.54912
0,0,0,-0.99848,5.6626,0.54912
-2.641,0.0097957,-12.867,-1.8339,5.0386,0.54912
0,0,0,-1.9666,5.4032,0.54912
-2.6025,-0.44822,-12.868,-2.681,4.6436,0.54912
0,0,0,-2.875,4.9796,0.54912
-2.486,-0.89331,-12.869,-3.4466,4.1075,0.54912
0,0,0,-3.696,4.4048,0.54912
-2.2945,-1.3126,-12.869,-4.1075,3.4466,0.54912
0,0,0,-4.4048,3.696,0.54912
-2.0321,-1.6928,-12.869,-4.6436,2.681,0.54912
0,0,0,-4.9796,2.875,0.54912
-1.7067,-2.0207,-12.868,-5.0386,1.8339,0.54912
0,0,0,-5.4032,1.9666,0.54912
-1.3294,-2.2858,-12.867,-5.2805,0.9311,0.54912
0,0,0,-5.6626,0.99848,0.54912
-0.91222,-2.481,-12.867,-5.362,4.7989e-14,0.54912
0,0,0,-5.75,3.7303e-14,0.54912
-0.46784,-2.6007,-12.868,-5.2805,-0.9311,0.54912
0,0,0,-5.6626,-0.99848,0.54912
-0.0097716,-2.642,-12.868,-5.0386,-1.8339,0.54912
0,0,0,-5.4032,-1.9666,0.54912
0.44879,-2.6044,-12.869,-4.6436,-2.681,0.54912
0,0,0,-4.9796,-2.875,0.54912
0.895,-2.4885,-12.869,-4.1075,-3.4466,0.54912
0,0,0,-4.4048,-3.696,0.54912
1.3151,-2.2962,-12.869,-3.4466,-4.1075,0.54912
0,0,0,-3.696,-4.4048,0.54912
1.6949,-2.0329,-12.868,-2.681,-4.6436,0.54912
0,0,0,-2.875,-4.9796,0.54912
2.0221,-1.7071,-12.867,-1.8339,-5.0386,0.54912
0,0,0,-1.9666,-5.4032,0.54912
2.2868,-1.3295,-12.866,-0.9311,-5.2805,0.54912
0,0,0,-0.99848,-5.6626,0.54912
2.4814,-0.91209,-12.866,0,-5.362,0.54912
0,0,0,0,-5.75,0.54912
-4.8528,2.2728,-17.346,0,4.974,0.54912
-5.1713,1.3963,-17.346,-0.86373,4.8984,0.54912
4.3866,-3.0817,-17.346,-0.86373,-4.8984,0.54912
4.8528,-2.2728,-17.346,0,-4.974,0.54912
-7.2969,3.5859,-16.608,0,4.586,0.54912
-7.8058,2.2653,-16.608,-0.79635,4.5163,0.54912
6.5659,-4.7996,-16.608,-0.79635,-4.5163,0.54912
7.2969,-3.5859,-16.608,0,-4.586,0.54912
-9.8159,4.2184,-12.277,0,4.198,0.54912
-10.396,2.4508,-12.277,-0.72898,4.1342,0.54912
8.9368,-5.8603,-12.278,-0.72898,-4.1342,0.54912
9.8159,-4.2184,-12.277,0,-4.198,0.54912
-10.661,0.61195,-12.278,-1.4358,3.9448,0.54912
-10.606,-1.2432,-12.279,-2.099,3.6356,0.54912
-10.234,-3.062,-12.28,-2.6984,3.2159,0.54912
-9.5515,-4.7939,-12.281,-3.2159,2.6984,0.54912
-8.5717,-6.3867,-12.281,-3.6356,2.099,0.54912
-7.3261,-7.7815,-12.28,-3.9448,1.4358,0.54912
-5.8604,-8.9347,-12.279,-4.1342,0.72898,0.54912
-4.2198,-9.8153,-12.279,-4.198,-1.2809e-14,0.54912
-2.4516,-10.397,-12.279,-4.1342,-0.72898,0.54912
-0.61297,-10.664,-12.28,-3.9448,-1.4358,0.54912
1.2415,-10.611,-12.281,-3.6356,-2.099,0.54912
3.064,-10.241,-12.281,-3.2159,-2.6984,0.54912
4.8013,-9.5538,-12.28,-2.6984,-3.2159,0.54912
6.3918,-8.5713,-12.279,-2.099,-3.6356,0.54912
7.7844,-7.3264,-12.278,-1.4358,-3.9448,0.54912
-5.3335,0.47863,-17.347,-1.7012,4.674,0.54912
-5.3355,-0.45297,-17.348,-2.487,4.3076,0.54912
-5.1776,-1.3719,-17.349,-3.1972,3.8103,0.54912
-4.863,-2.2518,-17.35,-3.8103,3.1972,0.54912
-4.3982,-3.065,-17.35,-4.3076,2.487,0.54912
-3.7975,-3.7837,-17.349,-4.674,1.7012,0.54912
-3.0816,-4.3851,-17.348,-4.8984,0.86373,0.54912
-2.2732,-4.8522,-17.348,-4.974,5.6941e-14,0.54912
-1.3966,-5.1717,-17.348,-4.8984,-0.86373,0.54912
-0.47885,-5.3351,-17.349,-4.674,-1.7012,0.54912
0.45344,-5.3388,-17.35,-4.3076,-2.487,0.54912
1.3744,-5.1817,-17.35,-3.8103,-3.1972,0.54912
2.256,-4.8656,-17.35,-3.1972,-3.8103,0.54912
3.0687,-4.3992,-17.348,-2.487,-4.3076,0.54912
3.7861,-3.798,-17.347,-1.7012,-4.674,0.54912
-8.0785,0.87789,-16.609,-1.5685,4.3094,0.54912
-8.1085,-0.53494,-16.61,-2.293,3.9716,0.54912
-7.8953,-1.9328,-16.612,-2.9478,3.5131,0.54912
-7.443,-3.2761,-16.613,-3.5131,2.9478,0.54912
-6.7603,-4.5233,-16.612,-3.9716,2.293,0.54912
-5.8687,-5.6309,-16.611,-4.3094,1.5685,0.54912
-4.7997,-6.5639,-16.61,-4.5163,0.79635,0.54912
-3.5867,-7.2962,-16.61,-4.586,4.6477e-14,0.54912
-2.2659,-7.8065,-16.61,-4.5163,-0.79635,0.54912
-0.87854,-8.0806,-16.611,-4.3094,-1.5685,0.54912
0.53467,-8.1128,-16.612,-3.9716,-2.293,0.54912
1.9354,-7.9008,-16.613,-3.5131,-2.9478,0.54912
3.2818,-7.4459,-16.612,-2.9478,-3.5131,0.54912
4.528,-6.761,-16.611,-2.293,-3.9716,0.54912
5.6339,-5.8691,-16.609,-1.5685,-4.3094,0.54912
3.9666,0.85773,-15.357,0.9311,-5.2805,-1
0,0,0,0.99848,-5.6626,-1
0,0,0,0,-5.75,-2.1665
3.9863,0.62274,-12.22,0,-5.362,-2.1665
3.8174,1.3055,-12.22,0.9311,-5.2805,-2.1665
0,0,0,0.99848,-5.6626,-2.1665
3.757,1.5334,-15.357,1.8339,-5.0386,-1
0,0,0,1.9666,-5.4032,-1
3.5326,1.9485,-12.22,1.8339,-5.0386,-2.1665
0,0,0,1.9666,-5.4032,-2.1665
3.4335,2.1625,-15.358,2.681,-4.6436,-1
0,0,0,2.875,-4.9796,-1
3.1405,2.5323,-12.22,2.681,-4.6436,-2.1665
0,0,0,2.875,-4.9796,-2.1665
3.006,2.726,-15.358,3.4466,-4.1075,-1
0,0,0,3.696,-4.4048,-1
2.6531,3.0392,-12.22,3.4466,-4.1075,-2.1665
0,0,0,3.696,-4.4048,-2.1665
2.4872,3.207,-15.359,4.1075,-3.4466,-1
0,0,0,4.4048,-3.696,-1
2.0851,3.4539,-12.22,4.1075,-3.4466,-2.1665
0,0,0,4.4048,-3.696,-2.1665
1.8928,3.5905,-15.358,4.6436,-2.681,-1
0,0,0,4.9796,-2.875,-1
1.4537,3.7636,-12.22,4.6436,-2.681,-2.1665
0,0,0,4.9796,-2.875,-2.1665
1.2407,3.8648,-15.358,5.0386,-1.8339,-1
0,0,0,5.4032,-1.9666,-1
0.77815,3.9589,-12.22,5.0386,-1.8339,-2.1665
0,0,0,5.4032,-1.9666,-2.1665
0.55072,4.0214,-15.358,5.2805,-0.9311,-1
0,0,0,5.6626,-0.99848,-1
0.078887,4.0339,-12.22,5.2805,-0.9311,-2.1665
0,0,0,5.6626,-0.99848,-2.1665
-0.15594,4.0557,-15.357,5.362,-1.7764e-15,-1
0,0,0,5.75,-2.5535e-15,-1
-0.62278,3.9862,-12.22,5.362,-1.6931e-15,-2.1665
0,0,0,5.75,-2.6645e-15,-2.1665
-0.85779,3.9667,-15.358,5.2805,0.9311,-1
0,0,0,5.6626,0.99848,-1
-1.3055,3.8174,-12.22,5.2805,0.9311,-2.1665
0,0,0,5.6626,0.99848,-2.1665
-1.5336,3.7574,-15.358,5.0386,1.8339,-1
0,0,0,5.4032,1.9666,-1
-1.9486,3.5328,-12.22,5.0386,1.8339,-2.1665
0,0,0,5.4032,1.9666,-2.1665
-2.1629,3.4342,-15.359,4.6436,2.681,-1
0,0,0,4.9796,2.875,-1
-2.5325,3.1408,-12.221,4.6436,2.681,-2.1665
0,0,0,4.9796,2.875,-2.1665
-2.7267,3.0068,-15.359,4.1075,3.4466,-1
0,0,0,4.4048,3.696,-1
-3.0396,2.6534,-12.221,4.1075,3.4466,-2.1665
0,0,0,4.4048,3.696,-2.1665
-3.2078,2.4879,-15.358,3.4466,4.1075,-1
0,0,0,3.696,4.4048,-1
-3.4542,2.0854,-12.22,3.4466,4.1075,-2.1665
0,0,0,3.696,4.4048,-2.1665
-3.5913,1.8933,-15.358,2.681,4.6436,-1
0,0,0,2.875,4.9796,-1
-3.7639,1.454,-12.22,2.681,4.6436,-2.1665
0,0,0,2.875,4.9796,-2.1665
-3.8654,1.2409,-15.357,1.8339,5.0386,-1
0,0,0,1.9666,5.4032,-1
-3.9592,0.77828,-12.22,1.8339,5.0386,-2.1665
0,0,0,1.9666,5.4032,-2.1665
-4.0218,0.55083,-15.357,0.9311,5.2805,-1
0,0,0,0.99848,5.6626,-1
-4.034,0.07895,-12.22,0.9311,5.2805,-2.1665
0,0,0,0.99848,5.6626,-2.1665
-3.9863,-0.62274,-12.22,0,5.362,-2.1665
0,0,0,0,5.75,-2.1665
7.6585,1.8858,-20.104,0.86373,-4.8984,-1
7.8117,1.1438,-16.411,0,-4.974,-2.1665
7.4941,2.4829,-16.411,0.86373,-4.8984,-2.1665
-7.8431,0.84752,-20.104,0.86373,4.8984,-1
-7.892,0.2301,-16.411,0.86373,4.8984,-2.1665
-7.8117,-1.1438,-16.411,0,4.974,-2.1665
11.453,2.7458,-18.004,0.79635,-4.5163,-1
11.626,1.1681,-15.017,0,-4.586,-2.1665
11.246,3.1691,-15.017,0.79635,-4.5163,-2.1665
-11.702,1.3371,-18.004,0.79635,4.5163,-1
-11.652,0.86842,-15.017,0.79635,4.5163,-2.1665
-11.626,-1.1681,-15.017,0,4.586,-2.1665
15.479,3.3114,-10.821,0.72898,-4.1342,-1
15.571,0.74697,-9.4223,0,-4.198,-2.1665
15.204,3.4394,-9.4224,0.72898,-4.1342,-2.1665
-15.679,2.1826,-10.821,0.72898,4.1342,-1
-15.464,1.9682,-9.4224,0.72898,4.1342,-2.1665
-15.571,-0.74697,-9.4223,0,4.198,-2.1665
19.646,3.4641,6.0993e-24,0.6616,-3.7521,-1
19.949,0,0,0,-3.81,-2.1665
19.646,3.4641,0,0.6616,-3.7521,-2.1665
18.746,6.823,6.0993e-24,1.3031,-3.5802,-1
14.669,5.949,-10.821,1.4358,-3.9448,-1
18.746,6.823,0,1.3031,-3.5802,-2.1665
14.376,6.0273,-9.4225,1.4358,-3.9448,-2.1665
17.276,9.9746,6.0993e-24,1.905,-3.2996,-1
13.413,8.4059,-10.821,2.099,-3.6356,-1
17.276,9.9746,0,1.905,-3.2996,-2.1665
13.111,8.4321,-9.4227,2.099,-3.6356,-2.1665
15.282,12.823,6.0993e-24,2.449,-2.9186,-1
11.749,10.607,-10.821,2.6984,-3.2159,-1
15.282,12.823,0,2.449,-2.9186,-2.1665
11.447,10.581,-9.4228,2.6984,-3.2159,-2.1665
12.823,15.282,6.0993e-24,2.9186,-2.449,-1
9.7292,12.487,-10.822,3.2159,-2.6984,-1
12.823,15.282,0,2.9186,-2.449,-2.1665
9.4362,12.408,-9.4229,3.2159,-2.6984,-2.1665
9.9746,17.276,6.0993e-24,3.2996,-1.905,-1
7.4133,13.987,-10.822,3.6356,-2.099,-1
9.9746,17.276,0,3.2996,-1.905,-2.1665
7.1383,13.858,-9.4229,3.6356,-2.099,-2.1665
6.823,18.746,6.0993e-24,3.5802,-1.3031,-1
4.8719,15.062,-10.821,3.9448,-1.4358,-1
6.823,18.746,0,3.5802,-1.3031,-2.1665
4.6235,14.887,-9.4228,3.9448,-1.4358,-2.1665
3.4641,19.646,6.0993e-24,3.7521,-0.6616,-1
2.1825,15.679,-10.821,4.1342,-0.72898,-1
3.4641,19.646,0,3.7521,-0.6616,-2.1665
1.9681,15.464,-9.4228,4.1342,-0.72898,-2.1665
-8.8592e-15,19.949,6.0993e-24,3.81,1.692e-15,-1
-0.57322,15.819,-10.821,4.198,4.8572e-16,-1
-9.301e-15,19.949,0,3.81,1.7764e-15,-2.1665
-0.74703,15.571,-9.4228,4.198,4.3021e-16,-2.1665
-3.4641,19.646,6.0993e-24,3.7521,0.6616,-1
-3.3115,15.479,-10.821,4.1342,0.72898,-1
-3.4641,19.646,0,3.7521,0.6616,-2.1665
-3.4395,15.204,-9.4228,4.1342,0.72898,-2.1665
-6.823,18.746,6.0993e-24,3.5802,1.3031,-1
-5.9492,14.669,-10.822,3.9448,1.4358,-1
-6.823,18.746,0,3.5802,1.3031,-2.1665
-6.0275,14.376,-9.4229,3.9448,1.4358,-2.1665
-9.9746,17.276,6.0993e-24,3.2996,1.905,-1
-8.4063,13.413,-10.822,3.6356,2.099,-1
-9.9746,17.276,0,3.2996,1.905,-2.1665
-8.4323,13.111,-9.423,3.6356,2.099,-2.1665
-12.823,15.282,6.0993e-24,2.9186,2.449,-1
-10.608,11.75,-10.822,3.2159,2.6984,-1
-12.823,15.282,0,2.9186,2.449,-2.1665
-10.581,11.448,-9.423,3.2159,2.6984,-2.1665
-15.282,12.823,6.0993e-24,2.449,2.9186,-1
-12.488,9.7298,-10.821,2.6984,3.2159,-1
-15.282,12.823,0,2.449,2.9186,-2.1665
-12.408,9.4365,-9.4229,2.6984,3.2159,-2.1665
-17.276,9.9746,6.0993e-24,1.905,3.2996,-1
-13.987,7.4137,-10.821,2.099,3.6356,-1
-17.276,9.9746,0,1.905,3.2996,-2.1665
-13.858,7.1386,-9.4227,2.099,3.6356,-2.1665
-18.746,6.823,6.0993e-24,1.3031,3.5802,-1
-15.062,4.8722,-10.821,1.4358,3.9448,-1
-18.746,6.823,0,1.3031,3.5802,-2.1665
-14.887,4.6236,-9.4225,1.4358,3.9448,-2.1665
-19.646,3.4641,6.0993e-24,0.6616,3.7521,-1
-19.646,3.4641,0,0.6616,3.7521,-2.1665
-19.949,0,0,0,3.81,-2.1665
7.2141,3.1869,-20.105,1.7012,-4.674,-1
6.9489,3.7465,-16.412,1.7012,-4.674,-2.1665
6.5509,4.3913,-20.106,2.487,-4.3076,-1
6.1927,4.8962,-16.412,2.487,-4.3076,-2.1665
5.689,5.4624,-20.106,3.1972,-3.8103,-1
5.2484,5.8973,-16.412,3.1972,-3.8103,-2.1665
4.6545,6.3678,-20.107,3.8103,-3.1972,-1
4.1448,6.7193,-16.412,3.8103,-3.1972,-2.1665
3.4783,7.0798,-20.107,4.3076,-2.487,-1
2.9151,7.3371,-16.412,4.3076,-2.487,-2.1665
2.1963,7.5765,-20.106,4.674,-1.7012,-1
1.5968,7.7319,-16.412,4.674,-1.7012,-2.1665
0.84734,7.8426,-20.106,4.8984,-0.86373,-1
0.22998,7.8917,-16.412,4.8984,-0.86373,-2.1665
-0.52734,7.8702,-20.105,4.974,-2.7062e-15,-1
-1.1439,7.8116,-16.412,4.974,-2.4147e-15,-2.1665
-1.8859,7.6587,-20.106,4.8984,0.86373,-1
-2.483,7.4942,-16.412,4.8984,0.86373,-2.1665
-3.1872,7.2147,-20.106,4.674,1.7012,-1
-3.7467,6.9492,-16.412,4.674,1.7012,-2.1665
-4.3919,6.5518,-20.107,4.3076,2.487,-1
-4.8966,6.1931,-16.412,4.3076,2.487,-2.1665
-5.4633,5.6902,-20.107,3.8103,3.1972,-1
-5.8978,5.2489,-16.412,3.8103,3.1972,-2.1665
-6.369,4.6555,-20.107,3.1972,3.8103,-1
-6.7198,4.1452,-16.412,3.1972,3.8103,-2.1665
-7.0809,3.479,-20.106,2.487,4.3076,-1
